,Have CV,ID,Location,Date Invited,Date Started,Date Completed,Parts Completed,Overall Score,Chart Interpretation score,Chart Interpretation Self Rating,Business Acumen score,Business Acumen Self Rating,Reports & Visualisations score,Reports & Visualisations Self Rating,SQL score,SQL Self Rating,Data Literacy score,Data Literacy Self Rating
265,1.0,28642,South Africa,2021-09-13 13:40:46,2021-09-15 22:32:32,2021-09-15 23:18:37,3,2.7,3.81,9.0,,,5.714,6.0,0.0,3.0,2.727,10.0
266,1.0,26952,Philippines,2021-08-29 11:02:05,2021-08-31 13:30:33,2021-08-31 13:54:38,3,2.6,3.81,3.0,0.0,3.0,2.0,3.0,0.0,1.0,4.545,3.0
267,1.0,27143,France,2021-08-29 11:04:40,2021-09-01 23:35:51,2021-09-02 00:09:50,3,2.6,5.714,8.0,0.0,8.0,2.0,8.0,0.0,1.0,2.727,8.0
268,1.0,27376,United Arab Emirates,2021-08-30 20:24:52,2021-08-30 20:32:17,2021-08-30 21:09:31,3,2.6,0.952,9.0,0.0,9.0,2.0,9.0,0.0,6.0,7.273000000000001,8.0
269,1.0,27410,Singapore,2021-08-30 20:25:14,2021-09-06 10:58:22,2021-09-06 11:58:44,3,2.6,3.81,8.0,0.0,9.0,2.0,8.0,0.0,6.0,4.545,8.0
270,1.0,27416,India,2021-08-30 20:25:17,2021-08-31 22:04:58,2021-08-31 23:05:10,3,2.6,1.905,9.0,0.0,7.0,4.0,8.0,0.0,8.0,5.455,9.0
271,1.0,28007,India,2021-09-07 14:31:12,2021-09-15 13:24:28,2021-09-15 14:18:17,3,2.6,0.952,9.0,0.0,9.0,2.0,9.0,0.0,8.0,7.273000000000001,8.0
272,1.0,28096,India,2021-09-08 14:50:06,2021-09-13 13:58:24,2021-09-13 14:39:34,3,2.6,0.0,10.0,0.0,10.0,7.0,8.0,0.0,2.0,5.909000000000001,10.0
273,1.0,28464,Denmark,2021-09-11 15:25:08,2021-09-15 23:13:03,2021-09-16 00:16:30,3,2.6,1.4289999999999998,7.0,,,0.0,7.0,0.0,3.0,6.364,7.0
274,1.0,28576,Netherlands,2021-09-13 13:40:07,2021-09-14 03:57:09,2021-09-14 04:47:00,3,2.6,2.381,8.0,,,7.143000000000001,6.0,0.0,2.0,3.182,7.0
275,1.0,28645,Tunisia,2021-09-13 13:40:48,2021-09-19 04:57:42,2021-09-19 05:30:43,3,2.6,3.3329999999999997,8.0,,,2.857,8.0,0.0,5.0,3.636,5.0
276,1.0,28658,South Africa,2021-09-13 13:40:56,2021-09-16 16:43:30,2021-09-16 19:09:07,3,2.6,4.762,8.0,,,0.0,7.0,0.0,4.0,3.182,8.0
277,1.0,28931,United States,2021-09-15 11:32:04,2021-09-21 06:33:22,2021-09-21 07:28:42,3,2.6,3.3329999999999997,7.0,0.0,5.0,4.0,8.0,0.0,7.0,4.090999999999999,7.0
278,1.0,28936,South Africa,2021-09-15 11:32:07,2021-09-20 05:30:34,2021-09-20 05:58:35,3,2.6,3.3329999999999997,10.0,0.0,10.0,5.0,10.0,0.0,2.0,3.636,10.0
279,1.0,26927,Algeria,2021-08-29 10:40:04,2021-08-29 11:00:48,2021-08-29 11:33:47,3,2.5,2.857,7.0,0.0,7.0,0.0,7.0,0.0,7.0,5.909000000000001,7.0
280,1.0,27158,Israel,2021-08-29 11:04:48,2021-08-30 22:10:59,2021-09-03 06:49:19,3,2.5,3.81,8.0,0.0,6.0,0.0,9.0,0.0,7.0,5.0,7.0
281,1.0,27187,Nigeria,2021-08-29 11:05:04,2021-09-01 04:54:00,2021-09-02 13:57:37,3,2.5,2.381,10.0,0.0,10.0,7.0,10.0,0.0,10.0,3.182,10.0
282,1.0,27355,United Arab Emirates,2021-08-30 20:24:37,2021-09-04 06:55:53,2021-09-04 07:56:13,3,2.5,3.81,10.0,0.0,8.0,2.0,10.0,3.125,10.0,1.818,10.0
283,1.0,27839,Australia,2021-09-06 11:57:33,2021-09-10 21:54:32,2021-09-10 22:51:56,3,2.5,3.3329999999999997,9.0,0.0,8.0,2.0,9.0,0.0,7.0,4.545,9.0
284,1.0,28113,Nigeria,2021-09-08 14:50:16,2021-09-11 14:00:57,2021-09-11 15:04:09,3,2.5,0.952,9.0,0.0,7.0,4.0,8.0,0.0,8.0,5.909000000000001,8.0
285,1.0,28610,Egypt,2021-09-13 13:40:28,2021-09-15 16:11:04,2021-09-17 18:20:16,3,2.5,3.81,7.0,0.0,7.0,5.0,4.0,0.0,1.0,2.727,5.0
286,1.0,28621,Spain,2021-09-13 13:40:35,2021-09-14 20:23:59,2021-09-14 21:24:57,3,2.5,4.286,9.0,0.0,8.0,0.0,6.0,0.0,5.0,4.545,8.0
287,1.0,28668,United Arab Emirates,2021-09-13 13:41:02,2021-09-17 16:23:13,2021-09-17 17:22:49,3,2.5,1.4289999999999998,9.0,0.0,7.0,5.0,9.0,0.0,7.0,5.0,7.0
288,1.0,26940,Lebanon,2021-08-29 10:40:11,2021-09-02 07:18:33,2021-09-02 08:08:32,3,2.4,3.3329999999999997,6.0,,,2.857,7.0,0.0,7.0,3.182,7.0
289,1.0,26977,United Kingdom,2021-08-29 11:02:19,2021-09-01 05:09:07,2021-09-01 05:38:55,3,2.4,0.952,9.0,,,7.143000000000001,9.0,0.0,8.0,2.273,9.0
290,1.0,27066,United Arab Emirates,2021-08-29 11:03:17,2021-08-31 17:10:21,2021-08-31 18:06:09,3,2.4,0.0,8.0,,,0.0,8.0,0.0,4.0,7.273000000000001,8.0
291,1.0,27068,Spain,2021-08-29 11:03:19,2021-08-29 15:43:56,2021-08-29 18:01:36,3,2.4,4.762,9.0,0.0,9.0,0.0,8.0,0.0,8.0,3.636,9.0
292,1.0,27077,United Arab Emirates,2021-08-29 11:04:03,2021-08-31 13:43:58,2021-08-31 14:42:23,3,2.4,1.4289999999999998,8.0,0.0,6.0,7.0,9.0,0.0,5.0,3.636,7.0
293,1.0,27104,United Arab Emirates,2021-08-29 11:04:18,2021-08-29 21:37:20,2021-08-29 22:32:10,3,2.4,2.381,5.0,0.0,10.0,3.0,5.0,0.0,1.0,4.545,1.0
294,1.0,27315,Pakistan,2021-08-30 20:24:10,2021-09-02 00:11:09,2021-09-02 00:41:09,3,2.4,0.0,10.0,,,0.0,10.0,,,5.455,10.0
295,1.0,27325,United Arab Emirates,2021-08-30 20:24:16,2021-09-04 03:23:06,2021-09-04 05:01:12,3,2.4,1.905,10.0,,,5.714,10.0,0.0,10.0,3.636,10.0
296,1.0,27378,United Arab Emirates,2021-08-30 20:24:53,2021-09-04 13:47:14,2021-09-04 14:47:14,3,2.4,2.381,9.0,0.0,9.0,3.0,9.0,0.0,4.0,4.545,7.0
297,1.0,27382,United Arab Emirates,2021-08-30 20:24:56,2021-09-04 01:02:40,2021-09-04 01:21:14,3,2.4,2.857,10.0,0.0,10.0,2.0,10.0,0.0,10.0,4.545,10.0
298,1.0,27462,India,2021-08-30 20:25:45,2021-09-01 20:31:36,2021-09-01 21:03:55,3,2.4,3.81,7.0,0.0,7.0,2.0,7.0,0.0,3.0,3.636,7.0
299,1.0,27625,Netherlands,2021-09-02 20:41:01,2021-09-04 22:05:49,2021-09-04 23:07:21,3,2.4,2.381,7.0,0.0,7.0,2.0,7.0,0.0,6.0,5.0,7.0
300,1.0,27801,United Kingdom,2021-09-06 11:57:11,2021-09-11 15:38:18,2021-09-11 18:36:00,3,2.4,3.3329999999999997,10.0,,,2.857,10.0,0.0,5.0,3.182,8.0
301,1.0,27806,Turkey,2021-09-06 11:57:14,2021-09-08 02:46:23,2021-09-17 03:24:50,3,2.4,4.762,7.0,0.0,6.0,0.0,7.0,0.0,6.0,3.636,7.0
302,1.0,27990,Canada,2021-09-07 14:31:02,2021-09-12 10:44:06,2021-09-12 11:43:34,3,2.4,2.381,7.0,0.0,7.0,4.0,7.0,0.0,6.0,4.090999999999999,7.0
303,1.0,28099,Poland,2021-09-08 14:50:08,2021-09-13 05:22:43,2021-09-13 05:52:43,3,2.4,0.0,8.0,,,0.0,8.0,,,5.455,8.0
304,1.0,28254,Tunisia,2021-09-09 15:21:06,2021-09-14 07:27:25,2021-09-14 08:30:46,3,2.4,1.4289999999999998,9.0,0.0,9.0,0.0,8.0,0.0,8.0,6.8180000000000005,8.0
305,1.0,28571,Nigeria,2021-09-13 13:40:04,2021-09-18 12:45:20,2021-09-18 13:46:16,3,2.4,3.3329999999999997,10.0,0.0,10.0,0.0,9.0,0.0,9.0,5.0,9.0
306,1.0,28603,Spain,2021-09-13 13:40:24,2021-09-13 23:55:06,2021-09-14 00:28:10,3,2.4,1.905,7.0,,,2.857,4.0,0.0,5.0,4.545,5.0
307,1.0,28667,South Africa,2021-09-13 13:41:01,2021-09-13 20:14:19,2021-09-13 20:41:56,3,2.4,0.952,7.0,,,5.714,7.0,,,2.727,7.0
308,,28907,South Africa,2021-09-14 16:23:35,2021-09-14 17:50:01,2021-09-14 18:37:10,3,2.4,0.0,7.0,0.0,7.0,7.0,7.0,0.0,6.0,5.0,7.0
309,1.0,28870,South Africa,2021-09-14 16:23:12,2021-09-15 13:41:36,2021-09-16 11:32:34,3,2.3000000000000003,2.857,7.0,,,5.714,7.0,0.0,6.0,2.273,7.0
310,1.0,28898,United Kingdom,2021-09-14 16:23:30,2021-09-15 19:26:02,2021-09-15 20:08:28,3,2.3000000000000003,2.381,5.0,,,0.0,5.0,0.0,6.0,4.545,6.0
311,1.0,26930,South Africa,2021-08-29 10:40:05,2021-09-04 03:26:49,2021-09-04 03:56:49,3,2.2,1.4289999999999998,10.0,,,0.0,10.0,,,3.636,10.0
312,1.0,27037,India,2021-08-29 11:03:01,2021-08-30 02:58:32,2021-08-30 03:50:17,3,2.2,2.381,8.0,0.0,9.0,5.0,8.0,0.0,9.0,3.182,9.0
313,1.0,27321,United Arab Emirates,2021-08-30 20:24:14,2021-09-02 08:17:11,2021-09-02 09:14:56,3,2.2,4.762,10.0,0.0,9.0,3.0,9.0,0.0,8.0,1.818,8.0
314,1.0,27383,United Arab Emirates,2021-08-30 20:24:56,2021-09-01 22:43:27,2021-09-01 23:40:15,3,2.2,3.81,9.0,0.0,7.0,2.0,9.0,0.0,1.0,3.182,5.0
315,1.0,27418,Russia,2021-08-30 20:25:19,2021-09-04 17:27:20,2021-09-04 18:25:20,3,2.2,4.286,8.0,0.0,8.0,0.0,7.0,0.0,9.0,3.636,8.0
316,1.0,27597,Kenya,2021-09-02 20:35:04,2021-09-07 17:24:11,2021-09-07 18:22:28,3,2.2,3.81,10.0,0.0,10.0,0.0,8.0,0.0,8.0,4.090999999999999,8.0
317,1.0,27840,France,2021-09-06 11:57:33,2021-09-10 21:06:08,2021-09-10 22:03:52,3,2.2,3.3329999999999997,8.0,0.0,8.0,2.0,8.0,0.0,7.0,3.636,8.0
318,1.0,28010,Ireland,2021-09-07 14:31:14,2021-09-13 08:18:20,2021-09-13 08:45:20,3,2.2,3.3329999999999997,9.0,0.0,8.0,2.0,8.0,0.0,5.0,3.636,7.0
319,1.0,28514,Italy,2021-09-11 15:26:17,2021-09-16 01:30:03,2021-09-16 02:12:46,3,2.2,3.3329999999999997,8.0,0.0,8.0,0.0,8.0,0.0,8.0,4.545,8.0
320,1.0,28515,India,2021-09-11 15:26:18,2021-09-15 23:38:20,2021-09-16 00:39:04,3,2.2,2.381,7.0,0.0,9.0,0.0,5.0,0.0,5.0,5.455,5.0
321,1.0,28581,Macedonia,2021-09-13 13:40:11,2021-09-14 20:09:14,2021-09-14 20:48:28,3,2.2,3.3329999999999997,10.0,0.0,8.0,3.0,9.0,0.0,5.0,3.182,9.0
322,1.0,28623,Cyprus,2021-09-13 13:40:36,2021-09-17 23:30:24,2021-09-18 00:14:08,3,2.2,3.81,9.0,0.0,9.0,3.0,9.0,0.0,6.0,2.727,8.0
323,1.0,27123,United Arab Emirates,2021-08-29 11:04:29,2021-09-02 13:08:55,2021-09-02 13:47:12,3,2.1,1.4289999999999998,10.0,0.0,4.0,2.0,9.0,0.0,5.0,5.0,7.0
324,,27346,United Arab Emirates,2021-08-30 20:24:31,2021-09-03 22:17:49,2021-09-03 22:53:58,3,2.1,3.3329999999999997,8.0,,,0.0,9.0,0.0,8.0,3.182,9.0
325,1.0,27375,United Arab Emirates,2021-08-30 20:24:51,2021-09-01 21:04:21,2021-09-01 22:22:01,3,2.1,2.381,9.0,0.0,9.0,4.0,9.0,0.0,9.0,3.182,9.0
326,1.0,27441,United Arab Emirates,2021-08-30 20:25:33,2021-09-02 16:20:57,2021-09-02 16:54:51,3,2.1,1.905,9.0,0.0,9.0,5.0,9.0,0.0,7.0,3.182,9.0
327,1.0,27810,Austria,2021-09-06 11:57:17,2021-09-08 20:34:38,2021-09-08 21:35:43,3,2.1,1.4289999999999998,5.0,0.0,6.0,2.0,5.0,0.0,7.0,5.0,6.0
328,1.0,27813,Argentina,2021-09-06 11:57:18,2021-09-11 05:13:27,2021-09-11 06:03:28,3,2.1,1.4289999999999998,9.0,0.0,9.0,4.0,9.0,0.0,9.0,4.090999999999999,7.0
329,1.0,28009,India,2021-09-07 14:31:13,2021-09-11 20:58:22,2021-09-12 01:41:34,3,2.1,2.381,9.0,0.0,10.0,3.0,9.0,0.0,9.0,3.636,10.0
330,1.0,28036,India,2021-09-07 14:31:28,2021-09-08 23:21:29,2021-09-09 01:44:06,3,2.1,2.381,9.0,0.0,7.0,2.0,8.0,0.0,8.0,4.090999999999999,8.0
331,1.0,28094,Nigeria,2021-09-08 14:50:05,2021-09-13 01:43:04,2021-09-13 04:39:25,3,2.1,1.4289999999999998,9.0,0.0,8.0,0.0,8.0,0.0,7.0,5.909000000000001,9.0
332,1.0,28126,United Arab Emirates,2021-09-08 14:50:24,2021-09-12 15:09:38,2021-09-12 15:48:19,3,2.1,5.238,7.0,0.0,8.0,0.0,7.0,0.0,3.0,2.273,6.0
333,1.0,28499,Germany,2021-09-11 15:26:08,2021-09-11 16:12:58,2021-09-11 17:09:14,3,2.1,2.857,8.0,0.0,2.0,2.0,8.0,0.0,8.0,3.636,7.0
334,1.0,28566,Peru,2021-09-13 13:39:04,2021-09-13 18:08:30,2021-09-13 19:18:18,3,2.1,0.0,8.0,0.0,7.0,3.0,8.0,0.0,8.0,5.909000000000001,8.0
335,1.0,28569,Spain,2021-09-13 13:40:02,2021-09-15 21:14:39,2021-09-15 21:58:21,3,2.1,2.857,7.0,,,0.0,7.0,0.0,6.0,3.636,6.0
336,1.0,28639,India,2021-09-13 13:40:45,2021-09-15 16:38:17,2021-09-15 17:40:29,3,2.1,1.905,5.0,,,4.286,8.0,0.0,4.0,3.182,8.0
337,1.0,28663,United Kingdom,2021-09-13 13:40:59,2021-09-24 01:57:28,2021-09-24 02:34:56,3,2.1,3.3329999999999997,7.0,0.0,8.0,3.0,9.0,0.0,4.0,2.727,8.0
338,1.0,28678,South Africa,2021-09-13 13:41:07,2021-09-13 19:20:12,2021-09-13 20:32:42,3,2.1,0.952,7.0,0.0,8.0,2.0,7.0,0.0,7.0,5.455,7.0
339,1.0,27052,United Arab Emirates,2021-08-29 11:03:10,2021-08-29 16:22:13,2021-08-29 17:06:09,3,2.0,0.0,9.0,,,4.286,8.0,0.0,6.0,4.545,7.0
340,1.0,27055,United Arab Emirates,2021-08-29 11:03:12,2021-08-30 01:45:16,2021-08-30 02:23:36,3,2.0,0.0,7.0,,,7.143000000000001,7.0,0.0,7.0,3.636,8.0
341,1.0,27092,Uganda,2021-08-29 11:04:12,2021-08-31 21:09:03,2021-08-31 21:21:55,3,2.0,1.4289999999999998,5.0,0.0,5.0,2.0,7.0,0.0,2.0,4.545,6.0
342,1.0,27096,United Arab Emirates,2021-08-29 11:04:14,2021-09-03 02:14:01,2021-09-03 03:04:10,3,2.0,1.4289999999999998,10.0,,,7.143000000000001,8.0,0.0,9.0,2.273,8.0
343,1.0,27136,Pakistan,2021-08-29 11:04:36,2021-08-30 01:32:22,2021-08-30 02:27:01,3,2.0,3.3329999999999997,8.0,0.0,8.0,0.0,8.0,0.0,5.0,3.636,7.0
344,1.0,27251,United Arab Emirates,2021-08-29 11:05:37,2021-08-31 16:37:41,2021-08-31 17:33:24,3,2.0,0.952,7.0,0.0,7.0,4.0,7.0,0.0,8.0,4.090999999999999,8.0
345,1.0,27253,United Arab Emirates,2021-08-29 11:05:39,2021-08-31 14:32:37,2021-08-31 15:11:02,3,2.0,2.857,8.0,0.0,5.0,0.0,9.0,0.0,1.0,4.090999999999999,7.0
346,1.0,27309,Lebanon,2021-08-30 20:24:06,2021-08-31 03:13:36,2021-08-31 04:03:48,3,2.0,3.3329999999999997,10.0,0.0,10.0,3.0,10.0,0.0,10.0,2.273,10.0
347,1.0,27345,Nigeria,2021-08-30 20:24:30,2021-08-31 16:01:06,2021-09-04 09:21:34,3,2.0,0.952,8.0,0.0,8.0,2.0,8.0,0.0,3.0,5.0,6.0
348,1.0,27598,India,2021-09-02 20:35:05,2021-09-07 22:21:26,2021-09-07 23:21:21,3,2.0,3.81,9.0,0.0,8.0,2.0,9.0,0.0,8.0,2.273,8.0
349,1.0,27789,Morocco,2021-09-06 11:57:04,2021-09-08 20:00:10,2021-09-08 20:37:25,3,2.0,2.857,7.0,,,0.0,8.0,0.0,2.0,3.182,5.0
350,1.0,27994,Turkey,2021-09-07 14:31:04,2021-09-07 15:53:25,2021-09-07 16:49:58,3,2.0,2.381,9.0,0.0,9.0,0.0,9.0,0.0,7.0,4.545,9.0
351,1.0,28489,Denmark,2021-09-11 15:26:01,2021-09-16 05:27:38,2021-09-16 06:28:16,3,2.0,0.0,10.0,0.0,8.0,0.0,9.0,0.0,8.0,6.8180000000000005,7.0
352,1.0,28674,South Africa,2021-09-13 13:41:05,2021-09-18 07:59:30,2021-09-18 08:33:15,3,2.0,1.4289999999999998,7.0,0.0,8.0,4.0,6.0,0.0,3.0,3.636,5.0
353,1.0,28684,South Africa,2021-09-13 13:41:10,2021-09-16 06:30:04,2021-09-16 06:56:37,3,2.0,3.3329999999999997,10.0,0.0,10.0,3.0,10.0,0.0,10.0,2.273,10.0
354,1.0,28865,South Africa,2021-09-14 16:23:09,2021-09-20 20:04:44,2021-09-20 23:58:47,3,2.0,1.4289999999999998,10.0,,,5.714,10.0,0.0,10.0,2.727,10.0
355,1.0,28918,Ghana,2021-09-14 16:37:31,2021-09-19 08:29:48,2021-09-19 09:30:53,3,2.0,0.0,8.0,0.0,7.0,0.0,9.0,1.875,8.0,5.455,8.0
356,1.0,26948,India,2021-08-29 11:02:03,2021-09-02 21:07:15,2021-09-02 21:56:33,3,1.7999999999999998,2.381,5.0,,,0.0,5.0,0.0,1.0,3.182,5.0
357,1.0,26957,United Arab Emirates,2021-08-29 11:02:08,2021-09-02 07:34:44,2021-09-02 08:37:09,3,1.7999999999999998,2.857,8.0,0.0,9.0,2.0,8.0,0.0,7.0,2.727,8.0
358,1.0,26995,United Arab Emirates,2021-08-29 11:02:29,2021-08-31 18:12:25,2021-08-31 19:12:35,3,1.7999999999999998,1.4289999999999998,10.0,0.0,10.0,0.0,10.0,0.0,4.0,5.0,10.0
359,1.0,27013,India,2021-08-29 11:02:40,2021-09-01 14:22:31,2021-09-01 15:02:04,3,1.7999999999999998,1.905,7.0,,,0.0,6.0,0.0,4.0,3.636,5.0
360,1.0,27024,United Arab Emirates,2021-08-29 11:02:45,2021-09-02 15:05:07,2021-09-02 15:09:12,3,1.7999999999999998,4.286,10.0,0.0,8.0,0.0,10.0,0.0,6.0,2.273,8.0
361,1.0,27040,Argentina,2021-08-29 11:03:03,2021-08-30 00:50:44,2021-08-30 01:11:25,3,1.7999999999999998,3.81,10.0,0.0,9.0,3.0,10.0,0.0,8.0,1.364,7.0
362,,27063,Malaysia,2021-08-29 11:03:16,2021-09-01 00:41:43,2021-09-01 01:25:36,3,1.7999999999999998,1.4289999999999998,7.0,0.0,7.0,4.0,7.0,0.0,8.0,3.182,7.0
363,1.0,27163,United Arab Emirates,2021-08-29 11:04:51,2021-09-02 16:21:37,2021-09-02 16:49:41,3,1.7999999999999998,0.0,8.0,0.0,8.0,3.0,8.0,0.0,8.0,5.0,8.0
364,1.0,27171,Iran,2021-08-29 11:04:55,2021-09-03 16:39:39,2021-09-03 17:40:03,3,1.7999999999999998,2.857,7.0,0.0,5.0,0.0,8.0,0.0,7.0,3.636,5.0
365,1.0,27198,India,2021-08-29 11:05:10,2021-08-31 16:28:28,2021-09-01 16:37:16,3,1.7999999999999998,1.905,9.0,0.0,9.0,2.0,10.0,0.0,7.0,3.636,7.0
366,1.0,27256,Iran,2021-08-29 11:05:40,2021-09-12 16:51:28,2021-09-12 17:49:30,3,1.7999999999999998,1.905,5.0,0.0,9.0,0.0,3.0,0.0,2.0,4.545,4.0
367,1.0,27465,Pakistan,2021-08-30 20:25:47,2021-09-13 00:17:16,2021-09-13 01:25:03,3,1.7999999999999998,3.81,8.0,0.0,8.0,4.0,8.0,0.0,6.0,0.909,7.0
368,1.0,27822,United Arab Emirates,2021-09-06 11:57:23,2021-09-07 13:46:12,2021-09-07 14:16:12,3,1.7999999999999998,0.0,10.0,,,0.0,10.0,,,4.090999999999999,10.0
369,1.0,28251,India,2021-09-09 15:21:04,2021-09-09 20:57:50,2021-09-09 21:52:38,3,1.7999999999999998,1.905,9.0,0.0,8.0,4.0,9.0,0.0,7.0,2.727,8.0
370,1.0,28512,Romania,2021-09-11 15:26:16,2021-09-13 16:28:08,2021-09-13 16:58:08,3,1.7999999999999998,0.0,8.0,,,0.0,8.0,,,4.090999999999999,7.0
371,1.0,28644,Bangladesh,2021-09-13 13:40:48,2021-09-17 14:07:54,2021-09-17 14:58:17,3,1.7999999999999998,3.81,9.0,,,2.857,9.0,0.0,8.0,0.909,10.0
372,1.0,28662,South Africa,2021-09-13 13:40:58,2021-09-19 08:29:49,2021-09-19 09:22:41,3,1.7999999999999998,0.0,10.0,0.0,7.0,4.0,10.0,0.0,9.0,4.545,9.0
373,1.0,28864,Italy,2021-09-14 16:23:09,2021-09-16 16:50:10,2021-09-16 16:54:49,3,1.7999999999999998,2.381,8.0,0.0,6.0,5.0,8.0,0.0,3.0,1.818,3.0
374,1.0,28866,South Africa,2021-09-14 16:23:10,2021-09-14 20:55:26,2021-09-15 23:01:43,3,1.7999999999999998,1.4289999999999998,9.0,,,2.857,10.0,0.0,8.0,3.182,10.0
375,1.0,27048,Lebanon,2021-08-29 11:03:07,2021-09-01 06:25:35,2021-09-01 06:57:44,3,1.7000000000000002,1.4289999999999998,10.0,0.0,10.0,2.0,10.0,0.0,7.0,3.636,10.0
376,1.0,27082,United Arab Emirates,2021-08-29 11:04:06,2021-08-31 19:00:14,2021-08-31 19:41:18,3,1.7000000000000002,0.952,10.0,0.0,10.0,0.0,10.0,0.0,3.0,5.0,10.0
377,1.0,27252,United Arab Emirates,2021-08-29 11:05:38,2021-09-02 02:08:46,2021-09-02 02:52:43,3,1.7000000000000002,0.0,5.0,0.0,7.0,0.0,6.0,0.0,1.0,5.909000000000001,5.0
378,1.0,27263,Brazil,2021-08-29 11:05:44,2021-08-31 11:14:26,2021-08-31 12:04:35,3,1.7000000000000002,1.905,8.0,,,0.0,8.0,0.0,9.0,3.182,9.0
379,1.0,27360,Saudi Arabia,2021-08-30 20:24:41,2021-09-04 04:46:10,2021-09-04 05:28:41,3,1.7000000000000002,0.952,9.0,0.0,8.0,2.0,9.0,0.0,7.0,4.090999999999999,9.0
380,1.0,27796,Iran,2021-09-06 11:57:09,2021-09-07 15:03:49,2021-09-07 15:44:43,3,1.7000000000000002,2.381,7.0,0.0,8.0,5.0,7.0,0.0,1.0,1.364,9.0
381,1.0,28028,Ireland,2021-09-07 14:31:24,2021-09-11 23:18:50,2021-09-12 00:11:42,3,1.7000000000000002,0.952,5.0,0.0,6.0,3.0,5.0,0.0,4.0,3.636,4.0
382,1.0,28053,Portugal,2021-09-07 14:31:38,2021-09-10 18:57:06,2021-09-10 19:59:05,3,1.7000000000000002,0.952,7.0,0.0,7.0,5.0,8.0,0.0,7.0,2.727,8.0
383,1.0,28522,Australia,2021-09-11 15:26:22,2021-09-13 16:31:44,2021-09-13 16:59:15,3,1.7000000000000002,2.381,10.0,0.0,10.0,0.0,10.0,0.0,5.0,3.636,10.0
384,1.0,28583,Nigeria,2021-09-13 13:40:12,2021-09-18 08:19:48,2021-09-18 09:08:36,3,1.7000000000000002,2.381,7.0,0.0,7.0,0.0,7.0,0.0,4.0,3.636,7.0
385,1.0,28609,South Africa,2021-09-13 13:40:27,2021-09-15 22:32:56,2021-09-15 23:36:15,3,1.7000000000000002,0.0,9.0,0.0,9.0,2.0,9.0,0.0,1.0,5.0,9.0
386,1.0,28620,Spain,2021-09-13 13:40:34,2021-09-13 17:30:53,2021-09-13 18:06:18,3,1.7000000000000002,0.952,10.0,,,2.857,10.0,0.0,10.0,3.182,10.0
387,1.0,28643,South Africa,2021-09-13 13:40:47,2021-09-15 13:45:01,2021-09-15 14:10:51,3,1.7000000000000002,0.952,9.0,,,0.0,9.0,0.0,9.0,4.090999999999999,9.0
388,,28652,Nigeria,2021-09-13 13:40:52,2021-09-14 07:16:39,2021-09-14 07:35:17,3,1.7000000000000002,2.381,7.0,0.0,10.0,5.0,8.0,0.0,5.0,1.364,7.0
389,1.0,28732,India,2021-09-13 13:41:34,2021-09-18 04:29:56,2021-09-18 07:33:53,3,1.7000000000000002,0.0,5.0,0.0,6.0,3.0,6.0,0.0,4.0,4.545,4.0
390,1.0,28868,Italy,2021-09-14 16:23:11,2021-09-17 01:19:15,2021-09-17 02:19:54,3,1.7000000000000002,0.952,8.0,0.0,8.0,0.0,9.0,0.0,6.0,5.0,9.0
391,,26929,Jordan,2021-08-29 10:40:05,2021-09-19 07:47:44,2021-09-19 08:34:42,3,1.6,2.381,8.0,0.0,8.0,0.0,8.0,0.0,1.0,3.182,6.0
392,1.0,27059,Turkey,2021-08-29 11:03:14,2021-09-01 19:03:35,2021-09-01 19:33:35,3,1.6,0.0,8.0,,,0.0,8.0,,,3.636,8.0
393,1.0,27179,Turkey,2021-08-29 11:05:00,2021-09-01 07:22:12,2021-09-01 08:26:35,3,1.6,1.905,9.0,0.0,8.0,2.0,10.0,0.0,7.0,2.727,10.0
394,1.0,27323,United Arab Emirates,2021-08-30 20:24:15,2021-08-30 21:49:28,2021-08-30 22:17:26,3,1.6,2.857,9.0,0.0,7.0,2.0,9.0,0.0,8.0,1.818,9.0
395,1.0,27354,United Kingdom,2021-08-30 20:24:36,2021-08-31 01:52:16,2021-08-31 02:22:16,3,1.6,0.0,8.0,,,0.0,8.0,,,3.636,7.0
396,1.0,27612,United Kingdom,2021-09-02 20:35:14,2021-09-07 18:42:55,2021-09-07 19:04:30,3,1.6,1.905,9.0,0.0,8.0,0.0,8.0,0.0,1.0,3.636,8.0
397,1.0,27996,Nigeria,2021-09-07 14:31:05,2021-09-08 07:43:32,2021-09-08 08:01:05,3,1.6,2.381,3.0,0.0,8.0,2.0,3.0,0.0,1.0,2.273,3.0
398,1.0,28955,South Africa,2021-09-15 11:32:18,2021-09-17 17:54:20,2021-09-17 19:03:50,3,1.6,2.381,10.0,0.0,9.0,2.0,10.0,0.0,6.0,2.273,8.0
399,1.0,27177,United Arab Emirates,2021-08-29 11:04:59,2021-08-31 18:12:50,2021-08-31 18:44:41,3,1.5,0.952,9.0,,,0.0,9.0,0.0,7.0,3.636,9.0
400,,27236,United Arab Emirates,2021-08-29 11:05:29,2021-08-29 14:11:25,2021-08-29 14:38:43,3,1.5,0.952,9.0,,,2.857,10.0,0.0,8.0,2.727,9.0
401,1.0,28118,Syria,2021-09-08 14:50:20,2021-09-12 18:45:20,2021-09-12 19:47:01,3,1.5,0.0,7.0,,,5.714,6.0,0.0,5.0,2.727,8.0
